youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,111,0.38333333333333336,2018:06:15 13:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:15 13:00:00
0007,25.0330388889,121.565619444,80,44,0.45,2018:06:15 13:00:00
0011,25.034937,121.55762,66,37,0.4393939393939394,2018:06:15 13:00:00
0088,25.032922, 121.57087,62,12,0.8064516129032258,2018:06:15 13:00:00
0132,25.01603085,121.5331757,88,27,0.6931818181818182,2018:06:15 13:00:00
0163,25.018097,121.559279,72,10,0.8611111111111112,2018:06:15 13:00:00
0030,25.017054,121.544352,74,0,1.0,2018:06:15 13:00:00
0036,25.02101,121.54153,72,29,0.5972222222222222,2018:06:15 13:00:00
0083,25.033156,121.535161,74,1,0.9864864864864865,2018:06:15 13:00:00
0176,25.055997 ,121.542318 ,98,61,0.37755102040816324,2018:06:15 13:00:00
0162,25.062924,121.52772,70,39,0.44285714285714284,2018:06:15 13:00:00
0121,25.05298,121.540568,66,39,0.4090909090909091,2018:06:15 13:00:00
0021,25.057985,121.548982,66,27,0.5909090909090909,2018:06:15 13:00:00
0015,25.049845,121.571885,60,33,0.45,2018:06:15 13:00:00
0050,25.062002,121.560186,52,26,0.5,2018:06:15 13:00:00
0175,25.051618 ,121.544847 ,52,15,0.7115384615384616,2018:06:15 13:00:00
0170,25.059245,121.568883,50,27,0.46,2018:06:15 13:00:00
0046,25.05646,121.611027 ,44,21,0.5227272727272727,2018:06:15 13:00:00
0026,25.050142,121.592375,42,18,0.5714285714285714,2018:06:15 13:00:00
0115,25.048222,121.520526,68,19,0.7205882352941176,2018:06:15 13:00:00
0186,25.035414 ,121.514218 ,82,43,0.47560975609756095,2018:06:15 13:00:00
0082,25.041778,121.508693 ,60,25,0.5833333333333334,2018:06:15 13:00:00
0080,25.02751,121.495869,44,21,0.5227272727272727,2018:06:15 13:00:00
0120,25.035479,121.50026,46,24,0.4782608695652174,2018:06:15 13:00:00
0090,25.037783,121.501708,44,28,0.36363636363636365,2018:06:15 13:00:00
0143,24.997659,121.578752,72,32,0.5555555555555556,2018:06:15 13:00:00
0144,24.988363,121.576536,70,41,0.4142857142857143,2018:06:15 13:00:00
0142,24.997747,121.574214,52,33,0.36538461538461536,2018:06:15 13:00:00
0094,24.993254,121.541059,52,18,0.6538461538461539,2018:06:15 13:00:00
0098,24.999378,121.540197,42,28,0.3333333333333333,2018:06:15 13:00:00
0078,25.071824,121.519287,52,25,0.5192307692307693,2018:06:15 13:00:00
0079,25.061285,121.520205,50,28,0.44,2018:06:15 13:00:00
0140,25.063404,121.512909,46,18,0.6086956521739131,2018:06:15 13:00:00
0099,25.057866,121.520711,42,18,0.5714285714285714,2018:06:15 13:00:00
0134,25.10336,121.522629,64,21,0.671875,2018:06:15 13:00:00
0188,25.090293 ,121.501890 ,56,27,0.5178571428571429,2018:06:15 13:00:00
0097,25.082825,121.524721,52,19,0.6346153846153846,2018:06:15 13:00:00
0167,25.095714,121.518046,50,28,0.44,2018:06:15 13:00:00
0122,25.079666,121.57584,50,21,0.58,2018:06:15 13:00:00
0129,25.078424,121.58456,50,13,0.74,2018:06:15 13:00:00
0191,25.083873,121.60206,58,15,0.7413793103448276,2018:06:15 13:00:00
0148,25.110331,121.518316,68,32,0.5294117647058824,2018:06:15 13:00:00
0164,25.126286,121.500801,56,19,0.6607142857142857,2018:06:15 13:00:00
0117,25.132581,121.498618,58,32,0.4482758620689655,2018:06:15 13:00:00
