youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,43,0.7611111111111111,2018:06:17 09:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:17 09:00:00
0007,25.0330388889,121.565619444,80,19,0.7625,2018:06:17 09:00:00
0011,25.034937,121.55762,66,40,0.3939393939393939,2018:06:17 09:00:00
0088,25.032922, 121.57087,62,44,0.2903225806451613,2018:06:17 09:00:00
0132,25.01603085,121.5331757,88,48,0.45454545454545453,2018:06:17 09:00:00
0163,25.018097,121.559279,72,43,0.4027777777777778,2018:06:17 09:00:00
0030,25.017054,121.544352,74,37,0.5,2018:06:17 09:00:00
0036,25.02101,121.54153,72,48,0.3333333333333333,2018:06:17 09:00:00
0083,25.033156,121.535161,74,46,0.3783783783783784,2018:06:17 09:00:00
0176,25.055997 ,121.542318 ,98,65,0.336734693877551,2018:06:17 09:00:00
0162,25.062924,121.52772,70,49,0.3,2018:06:17 09:00:00
0121,25.05298,121.540568,66,33,0.5,2018:06:17 09:00:00
0021,25.057985,121.548982,66,26,0.6060606060606061,2018:06:17 09:00:00
0015,25.049845,121.571885,60,26,0.5666666666666667,2018:06:17 09:00:00
0050,25.062002,121.560186,52,18,0.6538461538461539,2018:06:17 09:00:00
0175,25.051618 ,121.544847 ,52,8,0.8461538461538461,2018:06:17 09:00:00
0170,25.059245,121.568883,50,21,0.58,2018:06:17 09:00:00
0046,25.05646,121.611027 ,44,26,0.4090909090909091,2018:06:17 09:00:00
0026,25.050142,121.592375,42,15,0.6428571428571429,2018:06:17 09:00:00
0115,25.048222,121.520526,68,32,0.5294117647058824,2018:06:17 09:00:00
0186,25.035414 ,121.514218 ,82,40,0.5121951219512195,2018:06:17 09:00:00
0082,25.041778,121.508693 ,60,38,0.36666666666666664,2018:06:17 09:00:00
0080,25.02751,121.495869,44,10,0.7727272727272727,2018:06:17 09:00:00
0120,25.035479,121.50026,46,17,0.6304347826086957,2018:06:17 09:00:00
0090,25.037783,121.501708,44,13,0.7045454545454546,2018:06:17 09:00:00
0143,24.997659,121.578752,72,48,0.3333333333333333,2018:06:17 09:00:00
0144,24.988363,121.576536,70,23,0.6714285714285714,2018:06:17 09:00:00
0142,24.997747,121.574214,52,23,0.5576923076923077,2018:06:17 09:00:00
0094,24.993254,121.541059,52,28,0.46153846153846156,2018:06:17 09:00:00
0098,24.999378,121.540197,42,26,0.38095238095238093,2018:06:17 09:00:00
0078,25.071824,121.519287,52,33,0.36538461538461536,2018:06:17 09:00:00
0079,25.061285,121.520205,50,22,0.56,2018:06:17 09:00:00
0140,25.063404,121.512909,46,20,0.5652173913043478,2018:06:17 09:00:00
0099,25.057866,121.520711,42,20,0.5238095238095238,2018:06:17 09:00:00
0134,25.10336,121.522629,64,29,0.546875,2018:06:17 09:00:00
0188,25.090293 ,121.501890 ,56,29,0.48214285714285715,2018:06:17 09:00:00
0097,25.082825,121.524721,52,17,0.6730769230769231,2018:06:17 09:00:00
0167,25.095714,121.518046,50,11,0.78,2018:06:17 09:00:00
0122,25.079666,121.57584,50,36,0.28,2018:06:17 09:00:00
0129,25.078424,121.58456,50,29,0.42,2018:06:17 09:00:00
0191,25.083873,121.60206,58,22,0.6206896551724138,2018:06:17 09:00:00
0148,25.110331,121.518316,68,43,0.36764705882352944,2018:06:17 09:00:00
0164,25.126286,121.500801,56,11,0.8035714285714286,2018:06:17 09:00:00
0117,25.132581,121.498618,58,28,0.5172413793103449,2018:06:17 09:00:00
