youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,55,0.6944444444444444,2018:06:12 08:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:12 08:00:00
0007,25.0330388889,121.565619444,80,43,0.4625,2018:06:12 08:00:00
0011,25.034937,121.55762,66,23,0.6515151515151515,2018:06:12 08:00:00
0088,25.032922, 121.57087,62,19,0.6935483870967742,2018:06:12 08:00:00
0132,25.01603085,121.5331757,88,27,0.6931818181818182,2018:06:12 08:00:00
0163,25.018097,121.559279,72,46,0.3611111111111111,2018:06:12 08:00:00
0030,25.017054,121.544352,74,20,0.7297297297297297,2018:06:12 08:00:00
0036,25.02101,121.54153,72,20,0.7222222222222222,2018:06:12 08:00:00
0083,25.033156,121.535161,74,5,0.9324324324324325,2018:06:12 08:00:00
0176,25.055997 ,121.542318 ,98,37,0.6224489795918368,2018:06:12 08:00:00
0162,25.062924,121.52772,70,45,0.35714285714285715,2018:06:12 08:00:00
0121,25.05298,121.540568,66,16,0.7575757575757576,2018:06:12 08:00:00
0021,25.057985,121.548982,66,36,0.45454545454545453,2018:06:12 08:00:00
0015,25.049845,121.571885,60,19,0.6833333333333333,2018:06:12 08:00:00
0050,25.062002,121.560186,52,32,0.38461538461538464,2018:06:12 08:00:00
0175,25.051618 ,121.544847 ,52,35,0.3269230769230769,2018:06:12 08:00:00
0170,25.059245,121.568883,50,31,0.38,2018:06:12 08:00:00
0046,25.05646,121.611027 ,44,1,0.9772727272727273,2018:06:12 08:00:00
0026,25.050142,121.592375,42,17,0.5952380952380952,2018:06:12 08:00:00
0115,25.048222,121.520526,68,38,0.4411764705882353,2018:06:12 08:00:00
0186,25.035414 ,121.514218 ,82,25,0.6951219512195121,2018:06:12 08:00:00
0082,25.041778,121.508693 ,60,27,0.55,2018:06:12 08:00:00
0080,25.02751,121.495869,44,23,0.4772727272727273,2018:06:12 08:00:00
0120,25.035479,121.50026,46,2,0.9565217391304348,2018:06:12 08:00:00
0090,25.037783,121.501708,44,20,0.5454545454545454,2018:06:12 08:00:00
0143,24.997659,121.578752,72,27,0.625,2018:06:12 08:00:00
0144,24.988363,121.576536,70,33,0.5285714285714286,2018:06:12 08:00:00
0142,24.997747,121.574214,52,22,0.5769230769230769,2018:06:12 08:00:00
0094,24.993254,121.541059,52,21,0.5961538461538461,2018:06:12 08:00:00
0098,24.999378,121.540197,42,14,0.6666666666666666,2018:06:12 08:00:00
0078,25.071824,121.519287,52,37,0.28846153846153844,2018:06:12 08:00:00
0079,25.061285,121.520205,50,33,0.34,2018:06:12 08:00:00
0140,25.063404,121.512909,46,35,0.2391304347826087,2018:06:12 08:00:00
0099,25.057866,121.520711,42,16,0.6190476190476191,2018:06:12 08:00:00
0134,25.10336,121.522629,64,11,0.828125,2018:06:12 08:00:00
0188,25.090293 ,121.501890 ,56,38,0.32142857142857145,2018:06:12 08:00:00
0097,25.082825,121.524721,52,17,0.6730769230769231,2018:06:12 08:00:00
0167,25.095714,121.518046,50,17,0.66,2018:06:12 08:00:00
0122,25.079666,121.57584,50,29,0.42,2018:06:12 08:00:00
0129,25.078424,121.58456,50,32,0.36,2018:06:12 08:00:00
0191,25.083873,121.60206,58,19,0.6724137931034483,2018:06:12 08:00:00
0148,25.110331,121.518316,68,30,0.5588235294117647,2018:06:12 08:00:00
0164,25.126286,121.500801,56,15,0.7321428571428571,2018:06:12 08:00:00
0117,25.132581,121.498618,58,38,0.3448275862068966,2018:06:12 08:00:00
