youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,87,0.5166666666666667,2018:06:15 22:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:15 22:00:00
0007,25.0330388889,121.565619444,80,28,0.65,2018:06:15 22:00:00
0011,25.034937,121.55762,66,45,0.3181818181818182,2018:06:15 22:00:00
0088,25.032922, 121.57087,62,20,0.6774193548387096,2018:06:15 22:00:00
0132,25.01603085,121.5331757,88,35,0.6022727272727273,2018:06:15 22:00:00
0163,25.018097,121.559279,72,27,0.625,2018:06:15 22:00:00
0030,25.017054,121.544352,74,5,0.9324324324324325,2018:06:15 22:00:00
0036,25.02101,121.54153,72,0,1.0,2018:06:15 22:00:00
0083,25.033156,121.535161,74,30,0.5945945945945946,2018:06:15 22:00:00
0176,25.055997 ,121.542318 ,98,91,0.07142857142857142,2018:06:15 22:00:00
0162,25.062924,121.52772,70,47,0.32857142857142857,2018:06:15 22:00:00
0121,25.05298,121.540568,66,25,0.6212121212121212,2018:06:15 22:00:00
0021,25.057985,121.548982,66,17,0.7424242424242424,2018:06:15 22:00:00
0015,25.049845,121.571885,60,13,0.7833333333333333,2018:06:15 22:00:00
0050,25.062002,121.560186,52,27,0.4807692307692308,2018:06:15 22:00:00
0175,25.051618 ,121.544847 ,52,18,0.6538461538461539,2018:06:15 22:00:00
0170,25.059245,121.568883,50,33,0.34,2018:06:15 22:00:00
0046,25.05646,121.611027 ,44,10,0.7727272727272727,2018:06:15 22:00:00
0026,25.050142,121.592375,42,24,0.42857142857142855,2018:06:15 22:00:00
0115,25.048222,121.520526,68,39,0.4264705882352941,2018:06:15 22:00:00
0186,25.035414 ,121.514218 ,82,11,0.8658536585365854,2018:06:15 22:00:00
0082,25.041778,121.508693 ,60,20,0.6666666666666666,2018:06:15 22:00:00
0080,25.02751,121.495869,44,14,0.6818181818181818,2018:06:15 22:00:00
0120,25.035479,121.50026,46,0,1.0,2018:06:15 22:00:00
0090,25.037783,121.501708,44,22,0.5,2018:06:15 22:00:00
0143,24.997659,121.578752,72,32,0.5555555555555556,2018:06:15 22:00:00
0144,24.988363,121.576536,70,20,0.7142857142857143,2018:06:15 22:00:00
0142,24.997747,121.574214,52,23,0.5576923076923077,2018:06:15 22:00:00
0094,24.993254,121.541059,52,29,0.4423076923076923,2018:06:15 22:00:00
0098,24.999378,121.540197,42,10,0.7619047619047619,2018:06:15 22:00:00
0078,25.071824,121.519287,52,10,0.8076923076923077,2018:06:15 22:00:00
0079,25.061285,121.520205,50,23,0.54,2018:06:15 22:00:00
0140,25.063404,121.512909,46,21,0.5434782608695652,2018:06:15 22:00:00
0099,25.057866,121.520711,42,31,0.2619047619047619,2018:06:15 22:00:00
0134,25.10336,121.522629,64,0,1.0,2018:06:15 22:00:00
0188,25.090293 ,121.501890 ,56,33,0.4107142857142857,2018:06:15 22:00:00
0097,25.082825,121.524721,52,1,0.9807692307692307,2018:06:15 22:00:00
0167,25.095714,121.518046,50,18,0.64,2018:06:15 22:00:00
0122,25.079666,121.57584,50,35,0.3,2018:06:15 22:00:00
0129,25.078424,121.58456,50,21,0.58,2018:06:15 22:00:00
0191,25.083873,121.60206,58,12,0.7931034482758621,2018:06:15 22:00:00
0148,25.110331,121.518316,68,25,0.6323529411764706,2018:06:15 22:00:00
0164,25.126286,121.500801,56,11,0.8035714285714286,2018:06:15 22:00:00
0117,25.132581,121.498618,58,18,0.6896551724137931,2018:06:15 22:00:00
