youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,108,0.4,2018:06:11 15:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:11 15:00:00
0007,25.0330388889,121.565619444,80,48,0.4,2018:06:11 15:00:00
0011,25.034937,121.55762,66,23,0.6515151515151515,2018:06:11 15:00:00
0088,25.032922, 121.57087,62,27,0.5645161290322581,2018:06:11 15:00:00
0132,25.01603085,121.5331757,88,10,0.8863636363636364,2018:06:11 15:00:00
0163,25.018097,121.559279,72,20,0.7222222222222222,2018:06:11 15:00:00
0030,25.017054,121.544352,74,35,0.527027027027027,2018:06:11 15:00:00
0036,25.02101,121.54153,72,66,0.08333333333333333,2018:06:11 15:00:00
0083,25.033156,121.535161,74,50,0.32432432432432434,2018:06:11 15:00:00
0176,25.055997 ,121.542318 ,98,14,0.8571428571428571,2018:06:11 15:00:00
0162,25.062924,121.52772,70,40,0.42857142857142855,2018:06:11 15:00:00
0121,25.05298,121.540568,66,40,0.3939393939393939,2018:06:11 15:00:00
0021,25.057985,121.548982,66,39,0.4090909090909091,2018:06:11 15:00:00
0015,25.049845,121.571885,60,23,0.6166666666666667,2018:06:11 15:00:00
0050,25.062002,121.560186,52,26,0.5,2018:06:11 15:00:00
0175,25.051618 ,121.544847 ,52,30,0.4230769230769231,2018:06:11 15:00:00
0170,25.059245,121.568883,50,22,0.56,2018:06:11 15:00:00
0046,25.05646,121.611027 ,44,21,0.5227272727272727,2018:06:11 15:00:00
0026,25.050142,121.592375,42,24,0.42857142857142855,2018:06:11 15:00:00
0115,25.048222,121.520526,68,37,0.45588235294117646,2018:06:11 15:00:00
0186,25.035414 ,121.514218 ,82,55,0.32926829268292684,2018:06:11 15:00:00
0082,25.041778,121.508693 ,60,46,0.23333333333333334,2018:06:11 15:00:00
0080,25.02751,121.495869,44,7,0.8409090909090909,2018:06:11 15:00:00
0120,25.035479,121.50026,46,14,0.6956521739130435,2018:06:11 15:00:00
0090,25.037783,121.501708,44,22,0.5,2018:06:11 15:00:00
0143,24.997659,121.578752,72,37,0.4861111111111111,2018:06:11 15:00:00
0144,24.988363,121.576536,70,22,0.6857142857142857,2018:06:11 15:00:00
0142,24.997747,121.574214,52,26,0.5,2018:06:11 15:00:00
0094,24.993254,121.541059,52,30,0.4230769230769231,2018:06:11 15:00:00
0098,24.999378,121.540197,42,20,0.5238095238095238,2018:06:11 15:00:00
0078,25.071824,121.519287,52,35,0.3269230769230769,2018:06:11 15:00:00
0079,25.061285,121.520205,50,41,0.18,2018:06:11 15:00:00
0140,25.063404,121.512909,46,33,0.2826086956521739,2018:06:11 15:00:00
0099,25.057866,121.520711,42,21,0.5,2018:06:11 15:00:00
0134,25.10336,121.522629,64,40,0.375,2018:06:11 15:00:00
0188,25.090293 ,121.501890 ,56,30,0.4642857142857143,2018:06:11 15:00:00
0097,25.082825,121.524721,52,29,0.4423076923076923,2018:06:11 15:00:00
0167,25.095714,121.518046,50,30,0.4,2018:06:11 15:00:00
0122,25.079666,121.57584,50,12,0.76,2018:06:11 15:00:00
0129,25.078424,121.58456,50,3,0.94,2018:06:11 15:00:00
0191,25.083873,121.60206,58,12,0.7931034482758621,2018:06:11 15:00:00
0148,25.110331,121.518316,68,23,0.6617647058823529,2018:06:11 15:00:00
0164,25.126286,121.500801,56,23,0.5892857142857143,2018:06:11 15:00:00
0117,25.132581,121.498618,58,29,0.5,2018:06:11 15:00:00
