youbike_stop_num,lat,lng,road_section_id,road_avg_speed,time
0001,25.0408578889,121.567904444,ZJERC60,38.873238,2018:06:12 21:00:00
0006,25.0347361111,121.565658333,ZI9RI40,42.136364,2018:06:12 21:00:00
0007,25.0330388889,121.565619444,ZHJRJ60,45.312,2018:06:12 21:00:00
0011,25.034937,121.55762,ZHKPV40,34.441177,2018:06:12 21:00:00
0088,25.032922, 121.57087,ZHJRJ60,45.312,2018:06:12 21:00:00
0132,25.01603085,121.5331757,ZCPKT40,41.4,2018:06:12 21:00:00
0163,25.018097,121.559279,ZEUPN60,53.625,2018:06:12 21:00:00
0030,25.017054,121.544352,ZEFMN40,41.68182,2018:06:12 21:00:00
0036,25.02101,121.54153,ZF9KW60,49.49495,2018:06:12 21:00:00
0083,25.033156,121.535161,ZHMKV20,30.666666,2018:06:12 21:00:00
0176,25.055997 ,121.542318 ,ZLZM900,40.639343,2018:06:12 21:00:00
0162,25.062924,121.52772,ZP6IG60,45.98387,2018:06:12 21:00:00
0121,25.05298,121.540568,ZMDLH20,40.88889,2018:06:12 21:00:00
0021,25.057985,121.548982,ZNUNJ00,43.37931,2018:06:12 21:00:00
0015,25.049845,121.571885,ZKQQY20,40.369564,2018:06:12 21:00:00
0050,25.062002,121.560186,ZNXPC60,53.42857,2018:06:12 21:00:00
0175,25.051618 ,121.544847 ,ZLPN800,47.08176,2018:06:12 21:00:00
0170,25.059245,121.568883,ZN7ST40,55.4375,2018:06:12 21:00:00
0046,25.05646,121.611027 ,ZMH3J60,40.326088,2018:06:12 21:00:00
0026,25.050142,121.592375,ZLEWS20,35.608696,2018:06:12 21:00:00
0115,25.048222,121.520526,ZKVHI20,41.8125,2018:06:12 21:00:00
0186,25.035414 ,121.514218 ,ZHWGD40,57.75,2018:06:12 21:00:00
0082,25.041778,121.508693 ,ZJPEI60,58.791668,2018:06:12 21:00:00
0080,25.02751,121.495869,ZGKCG40,36.484848,2018:06:12 21:00:00
0120,25.035479,121.50026,ZHZDJ20,26.675,2018:06:12 21:00:00
0090,25.037783,121.501708,ZIDDL00,48.4,2018:06:12 21:00:00
0143,24.997659,121.578752,Z2AT940,52.909092,2018:06:12 21:00:00
0144,24.988363,121.576536,Z1TT960,30.071428,2018:06:12 21:00:00
0142,24.997747,121.574214,Z2LSS20,42.0,2018:06:12 21:00:00
0094,24.993254,121.541059,Z2KLN40,30.4,2018:06:12 21:00:00
0098,24.999378,121.540197,Z2WKS40,36.495934,2018:06:12 21:00:00
0078,25.071824,121.519287,ZR8GZ40,49.066666,2018:06:12 21:00:00
0079,25.061285,121.520205,ZP8GI20,27.860577,2018:06:12 21:00:00
0140,25.063404,121.512909,ZP8FZ40,44.056602,2018:06:12 21:00:00
0099,25.057866,121.520711,ZMTHB20,36.96154,2018:06:12 21:00:00
0134,25.10336,121.522629,ZYSIB00,43.0,2018:06:12 21:00:00
0188,25.090293 ,121.501890 ,ZTWD760,36.31818,2018:06:12 21:00:00
0097,25.082825,121.524721,ZR8GZ40,49.066666,2018:06:12 21:00:00
0167,25.095714,121.518046,ZV9IP40,45.190475,2018:06:12 21:00:00
0122,25.079666,121.57584,ZSXTK20,44.511906,2018:06:12 21:00:00
0129,25.078424,121.58456,ZSSWC60,40.814816,2018:06:12 21:00:00
0191,25.083873,121.60206,ZTZY920,34.219513,2018:06:12 21:00:00
0148,25.110331,121.518316,ZY9H840,51.07229,2018:06:12 21:00:00
0164,25.126286,121.500801,Z7JCE40,52.557693,2018:06:12 21:00:00
0117,25.132581,121.498618,Z7JCE40,52.557693,2018:06:12 21:00:00
